timestamp,temperature,humidity,pressure,device_id,quality_flag
2025-09-06T14:55:55.938809,21.4,61.5,1020.48,test_sensor_001,good
2025-09-06T15:05:55.938809,22.2,68.3,1020.68,test_sensor_001,good
2025-09-06T15:15:55.938809,20.5,69.0,1019.34,test_sensor_001,good
2025-09-06T15:25:55.938809,21.9,64.0,1008.31,test_sensor_001,good
2025-09-06T15:35:55.938809,22.3,65.5,1018.73,test_sensor_001,good
2025-09-06T15:45:55.938809,22.9,62.4,1021.3,test_sensor_001,good
2025-09-06T15:55:55.938809,23.5,61.9,1019.54,test_sensor_001,good
2025-09-06T16:05:55.938809,21.9,68.9,1019.55,test_sensor_001,good
2025-09-06T16:15:55.938809,22.3,70.4,1007.33,test_sensor_001,good
2025-09-06T16:25:55.938809,23.1,63.0,1005.6,test_sensor_001,good
2025-09-06T16:35:55.938809,24.4,68.1,1018.16,test_sensor_001,good
2025-09-06T16:45:55.938809,22.9,68.0,1004.07,test_sensor_001,good
2025-09-06T16:55:55.938809,24.7,68.7,1009.27,test_sensor_001,good
2025-09-06T17:05:55.938809,23.8,70.7,1013.51,test_sensor_001,good
2025-09-06T17:15:55.938809,25.3,65.1,1023.6,test_sensor_001,good
2025-09-06T17:25:55.938809,22.9,64.4,1014.24,test_sensor_001,good
2025-09-06T17:35:55.938809,23.6,71.4,1016.92,test_sensor_001,good
2025-09-06T17:45:55.938809,22.3,71.6,1008.43,test_sensor_001,good
2025-09-06T17:55:55.938809,22.6,66.8,1008.22,test_sensor_001,good
2025-09-06T18:05:55.938809,22.5,69.4,1018.7,test_sensor_001,good
2025-09-06T18:15:55.938809,22.4,68.0,1005.27,test_sensor_001,good
2025-09-06T18:25:55.938809,24.0,69.6,1023.01,test_sensor_001,good
2025-09-06T18:35:55.938809,22.9,65.5,1016.56,test_sensor_001,good
2025-09-06T18:45:55.938809,25.6,64.5,1012.09,test_sensor_001,good
2025-09-06T18:55:55.938809,25.1,71.9,1017.78,test_sensor_001,good
2025-09-06T19:05:55.938809,24.2,64.7,1014.89,test_sensor_001,good
2025-09-06T19:15:55.938809,22.8,67.0,1005.06,test_sensor_001,good
2025-09-06T19:25:55.938809,24.9,68.4,1006.73,test_sensor_001,good
2025-09-06T19:35:55.938809,25.4,69.0,1009.29,test_sensor_001,good
2025-09-06T19:45:55.938809,25.6,68.3,1007.93,test_sensor_001,good
2025-09-06T19:55:55.938809,26.0,73.1,1017.69,test_sensor_001,good
2025-09-06T20:05:55.938809,22.9,71.1,1013.42,test_sensor_001,good
2025-09-06T20:15:55.938809,24.5,71.4,1015.83,test_sensor_001,good
2025-09-06T20:25:55.938809,24.6,73.5,1020.18,test_sensor_001,good
2025-09-06T20:35:55.938809,23.9,69.1,1019.87,test_sensor_001,good
2025-09-06T20:45:55.938809,26.1,71.0,1018.61,test_sensor_001,good
2025-09-06T20:55:55.938809,26.3,73.0,1023.43,test_sensor_001,good
2025-09-06T21:05:55.938809,24.2,68.5,1008.62,test_sensor_001,good
2025-09-06T21:15:55.938809,24.6,71.2,1004.25,test_sensor_001,good
2025-09-06T21:25:55.938809,25.1,74.5,1019.06,test_sensor_001,good
2025-09-06T21:35:55.938809,24.2,72.1,1020.62,test_sensor_001,good
2025-09-06T21:45:55.938809,23.3,68.0,1003.74,test_sensor_001,good
2025-09-06T21:55:55.938809,25.1,70.1,1012.46,test_sensor_001,good
2025-09-06T22:05:55.938809,24.5,69.6,1009.41,test_sensor_001,good
2025-09-06T22:15:55.938809,27.0,74.3,1007.23,test_sensor_001,good
2025-09-06T22:25:55.938809,25.1,75.4,1004.28,test_sensor_001,good
2025-09-06T22:35:55.938809,25.1,67.8,1015.42,test_sensor_001,good
2025-09-06T22:45:55.938809,24.2,74.9,1013.13,test_sensor_001,good
2025-09-06T22:55:55.938809,27.2,72.7,1011.98,test_sensor_001,good
2025-09-06T23:05:55.938809,25.5,73.7,1017.63,test_sensor_001,good
2025-09-06T23:15:55.938809,26.4,69.6,1010.02,test_sensor_001,good
2025-09-06T23:25:55.938809,24.2,73.9,1016.62,test_sensor_001,good
2025-09-06T23:35:55.938809,25.0,71.6,1016.73,test_sensor_001,good
2025-09-06T23:45:55.938809,28.0,69.6,1007.55,test_sensor_001,good
2025-09-06T23:55:55.938809,27.4,76.2,1006.69,test_sensor_001,good
2025-09-07T00:05:55.938809,26.5,72.7,1016.61,test_sensor_001,good
2025-09-07T00:15:55.938809,27.1,74.2,1003.5,test_sensor_001,good
2025-09-07T00:25:55.938809,24.6,69.8,1018.51,test_sensor_001,good
2025-09-07T00:35:55.938809,27.9,71.4,1009.75,test_sensor_001,good
2025-09-07T00:45:55.938809,27.8,74.3,1017.49,test_sensor_001,good
2025-09-07T00:55:55.938809,26.9,74.4,1021.55,test_sensor_001,good
2025-09-07T01:05:55.938809,27.9,69.0,1020.13,test_sensor_001,good
2025-09-07T01:15:55.938809,25.7,75.3,1017.23,test_sensor_001,good
2025-09-07T01:25:55.938809,27.8,71.6,1014.17,test_sensor_001,good
2025-09-07T01:35:55.938809,27.7,72.4,1002.86,test_sensor_001,good
2025-09-07T01:45:55.938809,27.8,73.6,1002.32,test_sensor_001,good
2025-09-07T01:55:55.938809,28.7,76.1,1014.99,test_sensor_001,good
2025-09-07T02:05:55.938809,28.9,77.7,1010.7,test_sensor_001,good
2025-09-07T02:15:55.938809,27.8,73.0,1011.97,test_sensor_001,good
2025-09-07T02:25:55.938809,29.1,70.6,1009.12,test_sensor_001,good
2025-09-07T02:35:55.938809,25.6,75.3,1009.33,test_sensor_001,good
2025-09-07T02:45:55.938809,27.6,77.9,1011.3,test_sensor_001,good
2025-09-07T02:55:55.938809,25.6,77.2,1014.13,test_sensor_001,good
2025-09-07T03:05:55.938809,26.7,78.6,1016.51,test_sensor_001,good
2025-09-07T03:15:55.938809,27.3,79.8,1005.57,test_sensor_001,good
2025-09-07T03:25:55.938809,28.8,71.3,1017.74,test_sensor_001,good
2025-09-07T03:35:55.938809,27.2,73.9,1020.97,test_sensor_001,good
2025-09-07T03:45:55.938809,26.5,72.2,1002.95,test_sensor_001,good
2025-09-07T03:55:55.938809,27.2,76.1,1018.87,test_sensor_001,good
2025-09-07T04:05:55.938809,29.8,73.3,1007.68,test_sensor_001,good
2025-09-07T04:15:55.938809,27.0,79.9,1020.35,test_sensor_001,good
2025-09-07T04:25:55.938809,26.6,80.1,1002.18,test_sensor_001,good
2025-09-07T04:35:55.938809,29.4,80.5,1019.49,test_sensor_001,good
2025-09-07T04:45:55.938809,28.5,74.0,1010.82,test_sensor_001,good
2025-09-07T04:55:55.938809,26.8,79.5,1010.41,test_sensor_001,good
2025-09-07T05:05:55.938809,26.3,76.3,1014.63,test_sensor_001,good
2025-09-07T05:15:55.938809,29.2,74.9,1015.22,test_sensor_001,good
2025-09-07T05:25:55.938809,26.4,79.1,1009.99,test_sensor_001,good
2025-09-07T05:35:55.938809,27.2,74.2,1019.95,test_sensor_001,good
2025-09-07T05:45:55.938809,29.0,81.4,1022.22,test_sensor_001,good
2025-09-07T05:55:55.938809,26.7,72.8,1010.32,test_sensor_001,good
2025-09-07T06:05:55.938809,29.1,79.0,1014.68,test_sensor_001,good
2025-09-07T06:15:55.938809,29.3,75.8,1010.48,test_sensor_001,good
2025-09-07T06:25:55.938809,27.8,82.0,1022.34,test_sensor_001,good
2025-09-07T06:35:55.938809,30.7,73.2,1005.02,test_sensor_001,good
2025-09-07T06:45:55.938809,30.8,73.9,1018.26,test_sensor_001,good
2025-09-07T06:55:55.938809,27.5,78.0,1023.98,test_sensor_001,good
2025-09-07T07:05:55.938809,29.0,77.3,1004.35,test_sensor_001,good
2025-09-07T07:15:55.938809,30.2,82.3,1019.85,test_sensor_001,good
2025-09-07T07:25:55.938809,27.3,82.5,1017.12,test_sensor_001,good
2025-09-07T07:35:55.938809,28.4,78.1,1015.41,test_sensor_001,good
2025-09-07T07:45:55.938809,31.2,76.1,1007.65,test_sensor_001,good
2025-09-07T07:55:55.938809,29.8,77.4,1020.24,test_sensor_001,good
2025-09-07T08:05:55.938809,31.0,83.5,1003.3,test_sensor_001,good
2025-09-07T08:15:55.938809,28.3,76.4,1015.74,test_sensor_001,good
2025-09-07T08:25:55.938809,29.2,83.6,1010.95,test_sensor_001,good
2025-09-07T08:35:55.938809,30.7,78.1,1007.61,test_sensor_001,good
2025-09-07T08:45:55.938809,30.5,79.3,1005.01,test_sensor_001,good
2025-09-07T08:55:55.938809,30.0,83.3,1019.27,test_sensor_001,good
2025-09-07T09:05:55.938809,28.5,77.1,1024.29,test_sensor_001,good
