dish_id,name,category,price,cooking_time
239,Test Dish 232,Test Category,10.0,5
240,Test Dish 233,Test Category,10.0,5
241,Test Dish 234,Test Category,10.0,5
242,Test Dish 235,Test Category,10.0,5
243,Test Dish 236,Test Category,10.0,5
244,Test Dish 237,Test Category,10.0,5
245,Test Dish 238,Test Category,10.0,5
246,Test Dish 239,Test Category,10.0,5
247,Test Dish 240,Test Category,10.0,5
248,Test Dish 241,Test Category,10.0,5
249,Test Dish 242,Test Category,10.0,5
250,Test Dish 243,Test Category,10.0,5
251,Test Dish 244,Test Category,10.0,5
252,Test Dish 245,Test Category,10.0,5
253,Test Dish 246,Test Category,10.0,5
254,Test Dish 247,Test Category,10.0,5
255,Test Dish 248,Test Category,10.0,5
256,Test Dish 249,Test Category,10.0,5
257,Test Dish 250,Test Category,10.0,5
258,Test Dish 251,Test Category,10.0,5
259,Test Dish 252,Test Category,10.0,5
260,Test Dish 253,Test Category,10.0,5
261,Test Dish 254,Test Category,10.0,5
262,Test Dish 255,Test Category,10.0,5
263,Test Dish 256,Test Category,10.0,5
264,Test Dish 257,Test Category,10.0,5
265,Test Dish 258,Test Category,10.0,5
266,Test Dish 259,Test Category,10.0,5
267,Test Dish 260,Test Category,10.0,5
268,Test Dish 261,Test Category,10.0,5
269,Test Dish 262,Test Category,10.0,5
270,Test Dish 263,Test Category,10.0,5
271,Test Dish 264,Test Category,10.0,5
272,Test Dish 265,Test Category,10.0,5
273,Test Dish 266,Test Category,10.0,5
274,Test Dish 267,Test Category,10.0,5
275,Test Dish 268,Test Category,10.0,5
276,Test Dish 269,Test Category,10.0,5
277,Test Dish 270,Test Category,10.0,5
278,Test Dish 271,Test Category,10.0,5
279,Test Dish 272,Test Category,10.0,5
280,Test Dish 273,Test Category,10.0,5
281,Test Dish 274,Test Category,10.0,5
282,Test Dish 275,Test Category,10.0,5
283,Test Dish 276,Test Category,10.0,5
284,Test Dish 277,Test Category,10.0,5
285,Test Dish 278,Test Category,10.0,5
286,Test Dish 279,Test Category,10.0,5
287,Test Dish 280,Test Category,10.0,5
288,Test Dish 281,Test Category,10.0,5
289,Test Dish 282,Test Category,10.0,5
290,Test Dish 283,Test Category,10.0,5
291,Test Dish 284,Test Category,10.0,5
292,Test Dish 285,Test Category,10.0,5
293,Test Dish 286,Test Category,10.0,5
294,Test Dish 287,Test Category,10.0,5
295,Test Dish 288,Test Category,10.0,5
296,Test Dish 289,Test Category,10.0,5
297,Test Dish 290,Test Category,10.0,5
298,Test Dish 291,Test Category,10.0,5
299,Test Dish 292,Test Category,10.0,5
300,Test Dish 293,Test Category,10.0,5
301,Test Dish 294,Test Category,10.0,5
302,Test Dish 295,Test Category,10.0,5
303,Test Dish 296,Test Category,10.0,5
304,Test Dish 297,Test Category,10.0,5
305,Test Dish 298,Test Category,10.0,5
306,Test Dish 299,Test Category,10.0,5
307,Test Dish 300,Test Category,10.0,5
308,Test Dish 301,Test Category,10.0,5
309,Test Dish 302,Test Category,10.0,5
310,Test Dish 303,Test Category,10.0,5
311,Test Dish 304,Test Category,10.0,5
312,Test Dish 305,Test Category,10.0,5
313,Test Dish 306,Test Category,10.0,5
314,Test Dish 307,Test Category,10.0,5
315,Test Dish 308,Test Category,10.0,5
316,Test Dish 309,Test Category,10.0,5
317,Test Dish 310,Test Category,10.0,5
318,Test Dish 311,Test Category,10.0,5
319,Test Dish 312,Test Category,10.0,5
320,Test Dish 13,Test Category,10.0,5
321,Test Dish 314,Test Category,10.0,5
322,Test Dish 315,Test Category,10.0,5
323,Test Dish 316,Test Category,10.0,5
324,Test Dish 317,Test Category,10.0,5
325,Test Dish 318,Test Category,10.0,5
326,Test Dish 319,Test Category,10.0,5
327,Test Dish 320,Test Category,10.0,5
328,Test Dish 321,Test Category,10.0,5
329,Test Dish 322,Test Category,10.0,5
330,Test Dish 323,Test Category,10.0,5
331,Test Dish 324,Test Category,10.0,5
332,Test Dish 325,Test Category,10.0,5
333,Test Dish 326,Test Category,10.0,5
334,Test Dish 327,Test Category,10.0,5
335,Test Dish 328,Test Category,10.0,5
336,Test Dish 329,Test Category,10.0,5
337,Test Dish 330,Test Category,10.0,5
338,Test Dish 331,Test Category,10.0,5
339,Test Dish 332,Test Category,10.0,5
340,Test Dish 333,Test Category,10.0,5
341,Test Dish 334,Test Category,10.0,5
342,Test Dish 335,Test Category,10.0,5
343,Test Dish 336,Test Category,10.0,5
344,Test Dish 337,Test Category,10.0,5
345,Test Dish 338,Test Category,10.0,5
346,Test Dish 339,Test Category,10.0,5
347,Test Dish 340,Test Category,10.0,5
348,Test Dish 341,Test Category,10.0,5
349,Test Dish 342,Test Category,10.0,5
350,Test Dish 343,Test Category,10.0,5
351,Test Dish 344,Test Category,10.0,5
352,Test Dish 345,Test Category,10.0,5
353,Test Dish 346,Test Category,10.0,5
354,Test Dish 347,Test Category,10.0,5
355,Test Dish 348,Test Category,10.0,5
356,Test Dish 349,Test Category,10.0,5
357,Test Dish 350,Test Category,10.0,5
358,Test Dish 351,Test Category,10.0,5
359,Test Dish 352,Test Category,10.0,5
360,Test Dish 353,Test Category,10.0,5
361,Test Dish 354,Test Category,10.0,5
362,Test Dish 355,Test Category,10.0,5
363,Test Dish 356,Test Category,10.0,5
364,Test Dish 357,Test Category,10.0,5
365,Test Dish 358,Test Category,10.0,5
366,Test Dish 359,Test Category,10.0,5
367,Test Dish 360,Test Category,10.0,5
368,Test Dish 361,Test Category,10.0,5
369,Test Dish 362,Test Category,10.0,5
370,Test Dish 363,Test Category,10.0,5
371,Test Dish 364,Test Category,10.0,5
372,Test Dish 365,Test Category,10.0,5
373,Test Dish 366,Test Category,10.0,5
374,Test Dish 367,Test Category,10.0,5
375,Test Dish 368,Test Category,10.0,5
376,Test Dish 369,Test Category,10.0,5
377,Test Dish 370,Test Category,10.0,5
378,Test Dish 371,Test Category,10.0,5
379,Test Dish 372,Test Category,10.0,5
380,Test Dish 373,Test Category,10.0,5
381,Test Dish 374,Test Category,10.0,5
382,Test Dish 375,Test Category,10.0,5
383,Test Dish 376,Test Category,10.0,5
384,Test Dish 377,Test Category,10.0,5
385,Test Dish 378,Test Category,10.0,5
386,Test Dish 379,Test Category,10.0,5
387,Test Dish 380,Test Category,10.0,5
388,Test Dish 381,Test Category,10.0,5
389,Test Dish 382,Test Category,10.0,5
390,Test Dish 383,Test Category,10.0,5
391,Test Dish 384,Test Category,10.0,5
392,Test Dish 385,Test Category,10.0,5
393,Test Dish 386,Test Category,10.0,5
394,Test Dish 387,Test Category,10.0,5
395,Test Dish 388,Test Category,10.0,5
396,Test Dish 389,Test Category,10.0,5
397,Test Dish 390,Test Category,10.0,5
398,Test Dish 391,Test Category,10.0,5
399,Test Dish 392,Test Category,10.0,5
400,Test Dish 393,Test Category,10.0,5
401,Test Dish 394,Test Category,10.0,5
402,Test Dish 395,Test Category,10.0,5
403,Test Dish 396,Test Category,10.0,5
404,Test Dish 397,Test Category,10.0,5
405,Test Dish 398,Test Category,10.0,5
406,Test Dish 399,Test Category,10.0,5
407,Test Dish 400,Test Category,10.0,5
408,Test Dish 401,Test Category,10.0,5
409,Test Dish 402,Test Category,10.0,5
410,Test Dish 403,Test Category,10.0,5
411,Test Dish 404,Test Category,10.0,5
412,Test Dish 405,Test Category,10.0,5
413,Test Dish 406,Test Category,10.0,5
414,Test Dish 407,Test Category,10.0,5
415,Test Dish 408,Test Category,10.0,5
416,Test Dish 409,Test Category,10.0,5
417,Test Dish 410,Test Category,10.0,5
418,Test Dish 411,Test Category,10.0,5
419,Test Dish 412,Test Category,10.0,5
420,Test Dish 413,Test Category,10.0,5
421,Test Dish 414,Test Category,10.0,5
422,Test Dish 415,Test Category,10.0,5
423,Test Dish 416,Test Category,10.0,5
424,Test Dish 417,Test Category,10.0,5
425,Test Dish 418,Test Category,10.0,5
426,Test Dish 419,Test Category,10.0,5
427,Test Dish 420,Test Category,10.0,5
428,Test Dish 421,Test Category,10.0,5
429,Test Dish 422,Test Category,10.0,5
430,Test Dish 423,Test Category,10.0,5
431,Test Dish 424,Test Category,10.0,5
432,Test Dish 425,Test Category,10.0,5
433,Test Dish 426,Test Category,10.0,5
434,Test Dish 427,Test Category,10.0,5
435,Test Dish 428,Test Category,10.0,5
436,Test Dish 429,Test Category,10.0,5
437,Test Dish 430,Test Category,10.0,5
438,Test Dish 431,Test Category,10.0,5
439,Test Dish 432,Test Category,10.0,5
440,Test Dish 433,Test Category,10.0,5
441,Test Dish 434,Test Category,10.0,5
442,Test Dish 435,Test Category,10.0,5
443,Test Dish 436,Test Category,10.0,5
444,Test Dish 437,Test Category,10.0,5
445,Test Dish 438,Test Category,10.0,5
446,Test Dish 439,Test Category,10.0,5
447,Test Dish 440,Test Category,10.0,5
448,Test Dish 441,Test Category,10.0,5
449,Test Dish 442,Test Category,10.0,5
450,Test Dish 443,Test Category,10.0,5
451,Test Dish 444,Test Category,10.0,5
452,Test Dish 445,Test Category,10.0,5
453,Test Dish 446,Test Category,10.0,5
454,Test Dish 447,Test Category,10.0,5
455,Test Dish 448,Test Category,10.0,5
456,Test Dish 449,Test Category,10.0,5
457,Test Dish 450,Test Category,10.0,5
458,Test Dish 451,Test Category,10.0,5
459,Test Dish 452,Test Category,10.0,5
460,Test Dish 453,Test Category,10.0,5
461,Test Dish 454,Test Category,10.0,5
462,Test Dish 455,Test Category,10.0,5
463,Test Dish 456,Test Category,10.0,5
464,Test Dish 457,Test Category,10.0,5
465,Test Dish 458,Test Category,10.0,5
466,Test Dish 459,Test Category,10.0,5
467,Test Dish 460,Test Category,10.0,5
468,Test Dish 461,Test Category,10.0,5
469,Test Dish 462,Test Category,10.0,5
470,Test Dish 463,Test Category,10.0,5
471,Test Dish 464,Test Category,10.0,5
472,Test Dish 465,Test Category,10.0,5
473,Test Dish 466,Test Category,10.0,5
474,Test Dish 467,Test Category,10.0,5
475,Test Dish 468,Test Category,10.0,5
476,Test Dish 469,Test Category,10.0,5
477,Test Dish 470,Test Category,10.0,5
478,Test Dish 471,Test Category,10.0,5
479,Test Dish 472,Test Category,10.0,5
480,Test Dish 473,Test Category,10.0,5
481,Test Dish 474,Test Category,10.0,5
482,Test Dish 475,Test Category,10.0,5
483,Test Dish 476,Test Category,10.0,5
484,Test Dish 477,Test Category,10.0,5
485,Test Dish 478,Test Category,10.0,5
486,Test Dish 479,Test Category,10.0,5
487,Test Dish 480,Test Category,10.0,5
488,Test Dish 481,Test Category,10.0,5
489,Test Dish 482,Test Category,10.0,5
490,Test Dish 483,Test Category,10.0,5
491,Test Dish 484,Test Category,10.0,5
492,Test Dish 485,Test Category,10.0,5
493,Test Dish 486,Test Category,10.0,5
494,Test Dish 487,Test Category,10.0,5
495,Test Dish 488,Test Category,10.0,5
496,Test Dish 489,Test Category,10.0,5
497,Test Dish 490,Test Category,10.0,5
498,Test Dish 491,Test Category,10.0,5
499,Test Dish 492,Test Category,10.0,5
500,Test Dish 493,Test Category,10.0,5
501,Test Dish 494,Test Category,10.0,5
502,Test Dish 495,Test Category,10.0,5
503,Test Dish 496,Test Category,10.0,5
504,Test Dish 497,Test Category,10.0,5
505,Test Dish 498,Test Category,10.0,5
506,Test Dish 499,Test Category,10.0,5
507,Test Dish 500,Test Category,10.0,5
508,Test Dish A,Test Category,50.0,10
509,Spicy Crab,Seafood,128.0,35
510,Garlic Vermicelli Scallops,Seafood,78.0,25
511,Steamed Perch,River Fresh,88.0,20
512,Test Dish 1,Test Category,10.0,5
513,Test Dish 2,Test Category,10.0,5
514,Test Dish 3,Test Category,10.0,5
515,Test Dish 4,Test Category,10.0,5
516,Test Dish 5,Test Category,10.0,5
517,Test Dish 6,Test Category,10.0,5
518,Test Dish 7,Test Category,10.0,5
519,Test Dish 8,Test Category,10.0,5
520,Test Dish 9,Test Category,10.0,5
521,Test Dish 10,Test Category,10.0,5
522,Test Dish 11,Test Category,10.0,5
523,Test Dish 12,Test Category,10.0,5
524,Test Dish 13,Test Category,10.0,5
525,Test Dish 14,Test Category,10.0,5
526,Test Dish 15,Test Category,10.0,5
527,Test Dish 16,Test Category,10.0,5
528,Test Dish 17,Test Category,10.0,5
529,Test Dish 18,Test Category,10.0,5
530,Test Dish 19,Test Category,10.0,5
531,Test Dish 20,Test Category,10.0,5
532,Test Dish 21,Test Category,10.0,5
533,Test Dish 22,Test Category,10.0,5
534,Test Dish 23,Test Category,10.0,5
535,Test Dish 24,Test Category,10.0,5
536,Test Dish 25,Test Category,10.0,5
537,Test Dish 26,Test Category,10.0,5
538,Test Dish 27,Test Category,10.0,5
539,Test Dish 28,Test Category,10.0,5
540,Test Dish 29,Test Category,10.0,5
541,Test Dish 30,Test Category,10.0,5
542,Test Dish 31,Test Category,10.0,5
543,Test Dish 32,Test Category,10.0,5
544,Test Dish 33,Test Category,10.0,5
545,Test Dish 34,Test Category,10.0,5
546,Test Dish 35,Test Category,10.0,5
547,Test Dish 36,Test Category,10.0,5
548,Test Dish 37,Test Category,10.0,5
549,Test Dish 38,Test Category,10.0,5
550,Test Dish 39,Test Category,10.0,5
551,Test Dish 40,Test Category,10.0,5
552,Test Dish 41,Test Category,10.0,5
553,Test Dish 42,Test Category,10.0,5
554,Test Dish 43,Test Category,10.0,5
555,Test Dish 44,Test Category,10.0,5
556,Test Dish 45,Test Category,10.0,5
557,Test Dish 46,Test Category,10.0,5
558,Test Dish 47,Test Category,10.0,5
559,Test Dish 48,Test Category,10.0,5
560,Test Dish 49,Test Category,10.0,5
561,Test Dish 50,Test Category,10.0,5
562,Test Dish 51,Test Category,10.0,5
563,Test Dish 52,Test Category,10.0,5
564,Test Dish 53,Test Category,10.0,5
565,Test Dish 54,Test Category,10.0,5
566,Test Dish 55,Test Category,10.0,5
567,Test Dish 56,Test Category,10.0,5
568,Test Dish 57,Test Category,10.0,5
569,Test Dish 58,Test Category,10.0,5
570,Test Dish 59,Test Category,10.0,5
571,Test Dish 60,Test Category,10.0,5
572,Test Dish 61,Test Category,10.0,5
573,Test Dish 62,Test Category,10.0,5
574,Test Dish 63,Test Category,10.0,5
575,Test Dish 64,Test Category,10.0,5
576,Test Dish 65,Test Category,10.0,5
577,Test Dish 66,Test Category,10.0,5
578,Test Dish 67,Test Category,10.0,5
579,Test Dish 68,Test Category,10.0,5
580,Test Dish 69,Test Category,10.0,5
581,Test Dish 70,Test Category,10.0,5
582,Test Dish 71,Test Category,10.0,5
583,Test Dish 72,Test Category,10.0,5
584,Test Dish 73,Test Category,10.0,5
585,Test Dish 74,Test Category,10.0,5
586,Test Dish 75,Test Category,10.0,5
587,Test Dish 76,Test Category,10.0,5
588,Test Dish 77,Test Category,10.0,5
589,Test Dish 78,Test Category,10.0,5
590,Test Dish 79,Test Category,10.0,5
591,Test Dish 80,Test Category,10.0,5
592,Test Dish 81,Test Category,10.0,5
593,Test Dish 82,Test Category,10.0,5
594,Test Dish 83,Test Category,10.0,5
595,Test Dish 84,Test Category,10.0,5
596,Test Dish 85,Test Category,10.0,5
597,Test Dish 86,Test Category,10.0,5
598,Test Dish 87,Test Category,10.0,5
599,Test Dish 88,Test Category,10.0,5
600,Test Dish 89,Test Category,10.0,5
601,Test Dish 90,Test Category,10.0,5
602,Test Dish 91,Test Category,10.0,5
603,Test Dish 92,Test Category,10.0,5
604,Test Dish 93,Test Category,10.0,5
605,Test Dish 94,Test Category,10.0,5
606,Test Dish 95,Test Category,10.0,5
607,Test Dish 96,Test Category,10.0,5
608,Test Dish 97,Test Category,10.0,5
609,Test Dish 98,Test Category,10.0,5
610,Test Dish 99,Test Category,10.0,5
611,Test Dish 100,Test Category,10.0,5
612,Test Dish 101,Test Category,10.0,5
613,Test Dish 102,Test Category,10.0,5
614,Test Dish 103,Test Category,10.0,5
615,Test Dish 104,Test Category,10.0,5
616,Test Dish 105,Test Category,10.0,5
617,Test Dish 106,Test Category,10.0,5
618,Test Dish 107,Test Category,10.0,5
619,Test Dish 108,Test Category,10.0,5
620,Test Dish 109,Test Category,10.0,5
621,Test Dish 110,Test Category,10.0,5
622,Test Dish 111,Test Category,10.0,5
623,Test Dish 112,Test Category,10.0,5
624,Test Dish 113,Test Category,10.0,5
625,Test Dish 114,Test Category,10.0,5
626,Test Dish 115,Test Category,10.0,5
627,Test Dish 116,Test Category,10.0,5
628,Test Dish 117,Test Category,10.0,5
629,Test Dish 118,Test Category,10.0,5
630,Test Dish 119,Test Category,10.0,5
631,Test Dish 120,Test Category,10.0,5
632,Test Dish 121,Test Category,10.0,5
633,Test Dish 122,Test Category,10.0,5
634,Test Dish 123,Test Category,10.0,5
635,Test Dish 124,Test Category,10.0,5
636,Test Dish 125,Test Category,10.0,5
637,Test Dish 126,Test Category,10.0,5
638,Test Dish 127,Test Category,10.0,5
639,Test Dish 128,Test Category,10.0,5
640,Test Dish 129,Test Category,10.0,5
641,Test Dish 130,Test Category,10.0,5
642,Test Dish 131,Test Category,10.0,5
643,Test Dish 132,Test Category,10.0,5
644,Test Dish 133,Test Category,10.0,5
645,Test Dish 134,Test Category,10.0,5
646,Test Dish 135,Test Category,10.0,5
647,Test Dish 136,Test Category,10.0,5
648,Test Dish 137,Test Category,10.0,5
649,Test Dish 138,Test Category,10.0,5
650,Test Dish 139,Test Category,10.0,5
651,Test Dish 140,Test Category,10.0,5
652,Test Dish 141,Test Category,10.0,5
653,Test Dish 142,Test Category,10.0,5
654,Test Dish 143,Test Category,10.0,5
655,Test Dish 144,Test Category,10.0,5
656,Test Dish 145,Test Category,10.0,5
657,Test Dish 146,Test Category,10.0,5
658,Test Dish 147,Test Category,10.0,5
659,Test Dish 148,Test Category,10.0,5
660,Test Dish 149,Test Category,10.0,5
661,Test Dish 150,Test Category,10.0,5
662,Test Dish 151,Test Category,10.0,5
663,Test Dish 152,Test Category,10.0,5
