user_id,product_id,rating,timestamp
18,124,4,2023-06-01
18,20,1,2023-06-01
18,108,2,2023-06-01
18,73,3,2023-06-01
18,74,1,2023-06-01
18,139,5,2023-06-01
18,56,2,2023-06-01
18,10,4,2023-06-01
18,112,1,2023-06-01
18,38,5,2023-06-01
18,6,4,2023-06-01
18,191,1,2023-06-01
18,36,5,2023-06-01
18,190,2,2023-06-01
18,23,1,2023-06-01
18,125,5,2023-06-01
18,32,4,2023-06-01
18,39,1,2023-06-01
18,45,3,2023-06-01
18,96,4,2023-06-01
18,171,2,2023-06-01
18,182,2,2023-06-01
18,18,5,2023-06-01
18,131,1,2023-06-01
19,59,4,2023-06-01
19,117,4,2023-06-01
19,143,2,2023-06-01
19,26,5,2023-06-01
19,92,1,2023-06-01
19,125,5,2023-06-01
19,44,4,2023-06-01
19,69,3,2023-06-01
19,71,3,2023-06-01
19,139,1,2023-06-01
19,17,1,2023-06-01
19,39,2,2023-06-01
19,150,1,2023-06-01
19,27,2,2023-06-01
19,30,4,2023-06-01
19,81,5,2023-06-01
19,9,1,2023-06-01
19,12,2,2023-06-01
20,119,1,2023-06-01
20,169,1,2023-06-01
20,168,2,2023-06-01
20,191,5,2023-06-01
20,5,1,2023-06-01
20,194,2,2023-06-01
20,180,2,2023-06-01
20,117,4,2023-06-01
20,22,5,2023-06-01
20,187,1,2023-06-01
20,149,1,2023-06-01
20,6,3,2023-06-01
20,47,1,2023-06-01
20,79,5,2023-06-01
20,193,5,2023-06-01
20,81,1,2023-06-01
20,94,5,2023-06-01
21,82,1,2023-06-01
21,11,2,2023-06-01
21,42,4,2023-06-01
21,145,1,2023-06-01
21,159,4,2023-06-01
21,178,4,2023-06-01
21,85,3,2023-06-01
21,171,4,2023-06-01
21,100,4,2023-06-01
21,69,4,2023-06-01
21,80,3,2023-06-01
21,179,5,2023-06-01
21,84,3,2023-06-01
21,124,5,2023-06-01
21,39,3,2023-06-01
21,163,1,2023-06-01
21,108,4,2023-06-01
22,73,1,2023-06-01
22,13,4,2023-06-01
22,3,5,2023-06-01
22,65,2,2023-06-01
22,179,5,2023-06-01
22,81,1,2023-06-01
22,57,3,2023-06-01
22,69,4,2023-06-01
22,110,3,2023-06-01
22,197,3,2023-06-01
22,180,2,2023-06-01
22,151,4,2023-06-01
22,72,3,2023-06-01
22,83,5,2023-06-01
23,116,2,2023-06-01
23,185,5,2023-06-01
23,164,5,2023-06-01
23,198,5,2023-06-01
23,35,3,2023-06-01
23,122,5,2023-06-01
23,70,3,2023-06-01
23,159,5,2023-06-01
23,47,1,2023-06-01
23,102,1,2023-06-01
23,131,4,2023-06-01
23,56,4,2023-06-01
23,42,2,2023-06-01
23,72,2,2023-06-01
23,195,2,2023-06-01
24,200,3,2023-06-01
24,49,3,2023-06-01
24,74,1,2023-06-01
24,33,4,2023-06-01
24,6,4,2023-06-01
24,91,1,2023-06-01
24,145,2,2023-06-01
24,147,3,2023-06-01
24,182,2,2023-06-01
24,194,2,2023-06-01
24,167,2,2023-06-01
24,39,1,2023-06-01
24,96,4,2023-06-01
24,63,3,2023-06-01
24,34,2,2023-06-01
24,141,3,2023-06-01
24,192,2,2023-06-01
24,170,2,2023-06-01
24,101,5,2023-06-01
24,61,2,2023-06-01
24,13,2,2023-06-01
25,118,2,2023-06-01
25,23,5,2023-06-01
25,8,3,2023-06-01
25,75,3,2023-06-01
25,173,3,2023-06-01
25,43,4,2023-06-01
25,21,2,2023-06-01
25,181,1,2023-06-01
25,60,3,2023-06-01
25,42,2,2023-06-01
25,160,4,2023-06-01
25,38,3,2023-06-01
25,56,2,2023-06-01
25,1,1,2023-06-01
25,34,2,2023-06-01
26,187,4,2023-06-01
26,179,3,2023-06-01
26,33,4,2023-06-01
26,72,2,2023-06-01
26,39,1,2023-06-01
26,100,3,2023-06-01
26,153,4,2023-06-01
26,88,4,2023-06-01
26,13,5,2023-06-01
26,137,1,2023-06-01
26,27,1,2023-06-01
26,135,4,2023-06-01
26,148,4,2023-06-01
27,68,2,2023-06-01
27,137,1,2023-06-01
27,120,1,2023-06-01
27,160,2,2023-06-01
27,189,3,2023-06-01
27,149,3,2023-06-01
27,116,3,2023-06-01
27,118,4,2023-06-01
27,168,1,2023-06-01
27,198,4,2023-06-01
27,75,2,2023-06-01
27,21,4,2023-06-01
27,83,5,2023-06-01
27,23,4,2023-06-01
27,111,4,2023-06-01
27,57,1,2023-06-01
27,186,3,2023-06-01
27,11,1,2023-06-01
27,98,1,2023-06-01
27,115,1,2023-06-01
27,37,5,2023-06-01
27,62,2,2023-06-01
27,80,3,2023-06-01
27,200,5,2023-06-01
27,142,3,2023-06-01
28,85,1,2023-06-01
28,78,4,2023-06-01
28,110,1,2023-06-01
28,140,5,2023-06-01
28,176,1,2023-06-01
28,30,4,2023-06-01
28,11,4,2023-06-01
28,31,1,2023-06-01
28,186,4,2023-06-01
28,114,3,2023-06-01
28,193,3,2023-06-01
28,107,5,2023-06-01
28,142,2,2023-06-01
28,163,3,2023-06-01
28,25,3,2023-06-01
28,125,5,2023-06-01
29,129,3,2023-06-01
29,97,2,2023-06-01
29,83,2,2023-06-01
29,147,2,2023-06-01
29,143,5,2023-06-01
29,18,4,2023-06-01
29,79,5,2023-06-01
29,8,1,2023-06-01
29,32,5,2023-06-01
29,27,4,2023-06-01
29,114,2,2023-06-01
29,88,2,2023-06-01
29,77,4,2023-06-01
30,58,3,2023-06-01
30,172,1,2023-06-01
30,112,2,2023-06-01
30,197,1,2023-06-01
30,71,4,2023-06-01
30,6,2,2023-06-01
30,192,1,2023-06-01
30,199,5,2023-06-01
30,66,4,2023-06-01
30,62,1,2023-06-01
30,136,5,2023-06-01
30,187,5,2023-06-01
30,44,4,2023-06-01
30,40,2,2023-06-01
30,122,2,2023-06-01
30,179,4,2023-06-01
30,139,2,2023-06-01
30,75,1,2023-06-01
31,137,2,2023-06-01
31,43,1,2023-06-01
31,95,4,2023-06-01
31,77,3,2023-06-01
31,164,5,2023-06-01
31,129,4,2023-06-01
31,199,1,2023-06-01
31,40,4,2023-06-01
31,122,2,2023-06-01
31,169,3,2023-06-01
31,181,5,2023-06-01
32,139,4,2023-06-01
32,127,4,2023-06-01
32,179,2,2023-06-01
32,176,5,2023-06-01
32,80,2,2023-06-01
32,91,1,2023-06-01
32,123,4,2023-06-01
32,82,5,2023-06-01
32,178,2,2023-06-01
32,157,3,2023-06-01
32,69,2,2023-06-01
32,194,3,2023-06-01
32,155,5,2023-06-01
32,145,3,2023-06-01
32,189,3,2023-06-01
32,199,2,2023-06-01
32,142,5,2023-06-01
32,150,5,2023-06-01
32,148,1,2023-06-01
32,1,5,2023-06-01
32,106,4,2023-06-01
33,47,3,2023-06-01
33,82,3,2023-06-01
33,159,4,2023-06-01
33,5,2,2023-06-01
33,148,3,2023-06-01
33,52,1,2023-06-01
33,85,2,2023-06-01
33,104,1,2023-06-01
33,122,3,2023-06-01
33,32,4,2023-06-01
33,93,3,2023-06-01
33,37,1,2023-06-01
33,54,2,2023-06-01
33,77,1,2023-06-01
33,191,5,2023-06-01
33,179,4,2023-06-01
33,1,3,2023-06-01
33,83,2,2023-06-01
33,64,5,2023-06-01
33,55,4,2023-06-01
33,113,3,2023-06-01
33,98,2,2023-06-01
33,80,4,2023-06-01
33,170,3,2023-06-01
33,189,5,2023-06-01
33,9,3,2023-06-01
33,25,3,2023-06-01
33,81,2,2023-06-01
33,19,2,2023-06-01
34,92,4,2023-06-01
34,98,2,2023-06-01
34,121,2,2023-06-01
34,101,5,2023-06-01
34,195,2,2023-06-01
34,179,1,2023-06-01
34,29,2,2023-06-01
34,183,5,2023-06-01
34,8,1,2023-06-01
34,172,1,2023-06-01
34,86,1,2023-06-01
34,173,1,2023-06-01
34,12,2,2023-06-01
34,55,3,2023-06-01
34,88,3,2023-06-01
34,66,3,2023-06-01
34,188,5,2023-06-01
34,47,3,2023-06-01
34,84,2,2023-06-01
34,89,1,2023-06-01
34,126,1,2023-06-01
34,6,4,2023-06-01
34,145,1,2023-06-01
34,27,5,2023-06-01
34,68,2,2023-06-01
34,37,1,2023-06-01
34,21,5,2023-06-01
34,142,4,2023-06-01
34,156,4,2023-06-01
35,188,3,2023-06-01
35,72,3,2023-06-01
35,144,3,2023-06-01
35,140,3,2023-06-01
35,159,4,2023-06-01
35,87,5,2023-06-01
35,135,1,2023-06-01
35,145,3,2023-06-01
35,64,1,2023-06-01
35,61,4,2023-06-01
35,86,1,2023-06-01
35,73,4,2023-06-01
35,28,1,2023-06-01
35,120,3,2023-06-01
35,99,4,2023-06-01
35,2,5,2023-06-01
35,121,1,2023-06-01
35,98,3,2023-06-01
35,22,2,2023-06-01
35,24,5,2023-06-01
35,108,5,2023-06-01
35,197,4,2023-06-01
35,170,1,2023-06-01
35,1,4,2023-06-01
35,158,2,2023-06-01
35,19,3,2023-06-01
36,134,1,2023-06-01
36,75,5,2023-06-01
36,34,1,2023-06-01
36,70,4,2023-06-01
36,116,5,2023-06-01
36,93,4,2023-06-01
36,105,2,2023-06-01
36,127,4,2023-06-01
36,155,2,2023-06-01
36,57,3,2023-06-01
36,33,1,2023-06-01
36,53,4,2023-06-01
36,15,5,2023-06-01
36,91,1,2023-06-01
36,62,3,2023-06-01
37,103,4,2023-06-01
37,116,1,2023-06-01
37,140,2,2023-06-01
37,91,3,2023-06-01
37,16,3,2023-06-01
37,180,3,2023-06-01
37,28,1,2023-06-01
37,14,1,2023-06-01
37,125,2,2023-06-01
37,123,4,2023-06-01
37,65,3,2023-06-01
37,117,5,2023-06-01
37,129,2,2023-06-01
37,154,1,2023-06-01
38,65,1,2023-06-01
38,84,3,2023-06-01
38,68,1,2023-06-01
38,129,4,2023-06-01
38,144,2,2023-06-01
38,124,2,2023-06-01
38,175,5,2023-06-01
38,46,5,2023-06-01
38,180,4,2023-06-01
38,56,3,2023-06-01
38,164,4,2023-06-01
38,23,4,2023-06-01
38,22,3,2023-06-01
38,200,2,2023-06-01
38,142,4,2023-06-01
38,156,3,2023-06-01
39,62,5,2023-06-01
39,168,5,2023-06-01
39,58,4,2023-06-01
39,133,2,2023-06-01
39,124,1,2023-06-01
39,111,5,2023-06-01
39,172,1,2023-06-01
39,71,4,2023-06-01
39,45,5,2023-06-01
39,151,3,2023-06-01
39,73,4,2023-06-01
39,70,3,2023-06-01
39,176,5,2023-06-01
39,14,3,2023-06-01
39,135,4,2023-06-01
40,118,4,2023-06-01
40,24,5,2023-06-01
40,147,1,2023-06-01
40,27,3,2023-06-01
40,93,5,2023-06-01
40,171,4,2023-06-01
40,186,3,2023-06-01
40,76,3,2023-06-01
40,96,2,2023-06-01
40,194,1,2023-06-01
40,38,1,2023-06-01
40,189,2,2023-06-01
40,3,1,2023-06-01
40,29,3,2023-06-01
40,13,1,2023-06-01
40,41,3,2023-06-01
40,67,3,2023-06-01
40,28,3,2023-06-01
40,134,5,2023-06-01
40,23,2,2023-06-01
40,126,2,2023-06-01
40,35,3,2023-06-01
40,107,4,2023-06-01
40,71,2,2023-06-01
40,197,3,2023-06-01
40,184,5,2023-06-01
40,59,5,2023-06-01
40,161,4,2023-06-01
40,12,4,2023-06-01
41,109,4,2023-06-01
41,73,3,2023-06-01
41,197,4,2023-06-01
41,132,1,2023-06-01
41,175,4,2023-06-01
41,80,1,2023-06-01
41,172,1,2023-06-01
41,115,3,2023-06-01
41,72,4,2023-06-01
41,60,1,2023-06-01
41,79,3,2023-06-01
41,78,4,2023-06-01
41,38,2,2023-06-01
41,135,5,2023-06-01
41,168,5,2023-06-01
41,150,4,2023-06-01
41,117,1,2023-06-01
42,186,1,2023-06-01
42,137,2,2023-06-01
42,1,2,2023-06-01
42,189,1,2023-06-01
42,111,1,2023-06-01
42,97,4,2023-06-01
42,113,2,2023-06-01
42,34,2,2023-06-01
42,66,1,2023-06-01
42,133,4,2023-06-01
42,110,4,2023-06-01
42,195,1,2023-06-01
42,128,3,2023-06-01
42,108,3,2023-06-01
43,168,3,2023-06-01
43,153,5,2023-06-01
43,181,1,2023-06-01
43,54,2,2023-06-01
43,191,2,2023-06-01
43,30,2,2023-06-01
43,9,1,2023-06-01
43,47,2,2023-06-01
43,40,2,2023-06-01
43,66,2,2023-06-01
43,77,5,2023-06-01
43,90,2,2023-06-01
43,68,3,2023-06-01
43,76,4,2023-06-01
43,189,3,2023-06-01
43,148,1,2023-06-01
43,197,3,2023-06-01
43,10,4,2023-06-01
44,144,3,2023-06-01
44,186,3,2023-06-01
44,122,2,2023-06-01
44,99,3,2023-06-01
44,89,3,2023-06-01
44,150,3,2023-06-01
44,104,3,2023-06-01
44,6,3,2023-06-01
44,39,4,2023-06-01
44,72,1,2023-06-01
44,134,5,2023-06-01
44,67,5,2023-06-01
44,90,1,2023-06-01
44,167,1,2023-06-01
44,130,1,2023-06-01
44,40,2,2023-06-01
44,172,4,2023-06-01
44,81,1,2023-06-01
44,125,2,2023-06-01
44,178,1,2023-06-01
44,154,4,2023-06-01
44,16,3,2023-06-01
44,113,1,2023-06-01
44,189,5,2023-06-01
45,159,3,2023-06-01
45,37,2,2023-06-01
45,150,3,2023-06-01
45,28,1,2023-06-01
45,100,4,2023-06-01
45,158,4,2023-06-01
45,99,5,2023-06-01
45,70,3,2023-06-01
45,44,5,2023-06-01
45,86,1,2023-06-01
45,194,3,2023-06-01
45,84,1,2023-06-01
45,8,5,2023-06-01
45,59,5,2023-06-01
45,133,2,2023-06-01
45,53,5,2023-06-01
46,41,3,2023-06-01
46,3,4,2023-06-01
46,185,1,2023-06-01
46,145,4,2023-06-01
46,97,1,2023-06-01
46,142,3,2023-06-01
46,30,2,2023-06-01
46,89,3,2023-06-01
46,50,4,2023-06-01
46,10,2,2023-06-01
46,118,2,2023-06-01
46,27,3,2023-06-01
46,111,3,2023-06-01
46,64,4,2023-06-01
46,31,4,2023-06-01
46,46,5,2023-06-01
46,133,3,2023-06-01
46,86,2,2023-06-01
46,17,2,2023-06-01
46,132,5,2023-06-01
46,177,1,2023-06-01
47,146,4,2023-06-01
47,68,5,2023-06-01
47,50,2,2023-06-01
47,90,1,2023-06-01
47,151,3,2023-06-01
47,120,2,2023-06-01
47,196,3,2023-06-01
47,93,4,2023-06-01
47,150,1,2023-06-01
47,15,2,2023-06-01
47,195,5,2023-06-01
47,18,1,2023-06-01
47,33,3,2023-06-01
47,115,2,2023-06-01
47,71,5,2023-06-01
47,168,5,2023-06-01
47,149,1,2023-06-01
47,19,1,2023-06-01
47,62,2,2023-06-01
47,54,4,2023-06-01
47,153,3,2023-06-01
47,26,4,2023-06-01
48,193,3,2023-06-01
48,93,5,2023-06-01
48,90,5,2023-06-01
48,113,4,2023-06-01
48,131,1,2023-06-01
48,19,4,2023-06-01
48,167,1,2023-06-01
48,153,5,2023-06-01
48,5,2,2023-06-01
48,86,3,2023-06-01
48,6,4,2023-06-01
48,2,5,2023-06-01
48,23,1,2023-06-01
48,160,2,2023-06-01
48,192,2,2023-06-01
48,56,1,2023-06-01
48,126,3,2023-06-01
48,104,2,2023-06-01
49,31,4,2023-06-01
49,27,2,2023-06-01
49,106,5,2023-06-01
49,45,1,2023-06-01
49,20,2,2023-06-01
49,97,3,2023-06-01
49,138,2,2023-06-01
49,37,1,2023-06-01
49,88,2,2023-06-01
49,100,3,2023-06-01
49,168,2,2023-06-01
49,109,1,2023-06-01
49,140,3,2023-06-01
49,194,1,2023-06-01
49,113,4,2023-06-01
49,64,3,2023-06-01
49,108,1,2023-06-01
49,119,3,2023-06-01
49,24,5,2023-06-01
49,200,3,2023-06-01
49,185,2,2023-06-01
49,146,2,2023-06-01
49,105,3,2023-06-01
49,193,5,2023-06-01
49,99,2,2023-06-01
49,124,4,2023-06-01
49,67,5,2023-06-01
50,88,5,2023-06-01
50,169,2,2023-06-01
50,86,5,2023-06-01
50,17,5,2023-06-01
50,119,3,2023-06-01
50,71,2,2023-06-01
50,31,1,2023-06-01
50,157,3,2023-06-01
50,76,1,2023-06-01
50,121,5,2023-06-01
50,127,2,2023-06-01
50,149,3,2023-06-01
50,84,3,2023-06-01
50,9,1,2023-06-01
50,152,4,2023-06-01
50,162,5,2023-06-01
50,42,2,2023-06-01
50,137,1,2023-06-01
50,105,2,2023-06-01
50,160,5,2023-06-01
50,164,2,2023-06-01
50,20,3,2023-06-01
50,33,3,2023-06-01
50,199,2,2023-06-01
50,151,4,2023-06-01
51,93,3,2023-06-01
51,146,4,2023-06-01
51,55,3,2023-06-01
51,79,3,2023-06-01
51,50,3,2023-06-01
51,156,2,2023-06-01
51,132,1,2023-06-01
51,115,4,2023-06-01
51,170,4,2023-06-01
51,68,1,2023-06-01
51,161,3,2023-06-01
51,73,1,2023-06-01
51,155,2,2023-06-01
51,154,3,2023-06-01
51,194,1,2023-06-01
51,114,1,2023-06-01
51,69,3,2023-06-01
51,153,4,2023-06-01
51,38,2,2023-06-01
51,141,2,2023-06-01
51,65,4,2023-06-01
52,164,4,2023-06-01
52,113,2,2023-06-01
52,163,4,2023-06-01
52,72,4,2023-06-01
52,158,5,2023-06-01
52,95,2,2023-06-01
52,96,5,2023-06-01
52,185,5,2023-06-01
52,79,3,2023-06-01
52,116,2,2023-06-01
52,149,5,2023-06-01
52,98,4,2023-06-01
53,94,4,2023-06-01
53,65,2,2023-06-01
53,140,2,2023-06-01
53,180,4,2023-06-01
53,64,3,2023-06-01
53,146,3,2023-06-01
53,55,3,2023-06-01
53,113,2,2023-06-01
53,16,5,2023-06-01
53,114,3,2023-06-01
53,162,4,2023-06-01
54,22,3,2023-06-01
54,75,3,2023-06-01
54,196,3,2023-06-01
54,135,2,2023-06-01
54,167,2,2023-06-01
54,100,1,2023-06-01
54,156,3,2023-06-01
54,81,5,2023-06-01
54,47,3,2023-06-01
54,79,5,2023-06-01
54,118,5,2023-06-01
54,107,4,2023-06-01
54,66,3,2023-06-01
54,25,2,2023-06-01
54,38,1,2023-06-01
54,67,1,2023-06-01
55,3,2,2023-06-01
55,35,4,2023-06-01
55,129,1,2023-06-01
55,111,3,2023-06-01
55,115,1,2023-06-01
55,32,2,2023-06-01
55,65,4,2023-06-01
55,189,2,2023-06-01
55,198,1,2023-06-01
55,175,3,2023-06-01
55,123,2,2023-06-01
55,172,5,2023-06-01
55,15,4,2023-06-01
55,42,1,2023-06-01
55,25,4,2023-06-01
55,22,3,2023-06-01
55,142,2,2023-06-01
55,108,4,2023-06-01
56,52,4,2023-06-01
56,127,1,2023-06-01
56,190,3,2023-06-01
56,54,3,2023-06-01
56,43,2,2023-06-01
56,66,4,2023-06-01
56,73,5,2023-06-01
56,119,2,2023-06-01
56,177,3,2023-06-01
56,102,3,2023-06-01
56,103,4,2023-06-01
56,15,2,2023-06-01
56,184,5,2023-06-01
56,47,5,2023-06-01
56,82,1,2023-06-01
56,189,2,2023-06-01
56,6,1,2023-06-01
56,165,2,2023-06-01
56,40,5,2023-06-01
56,37,1,2023-06-01
56,154,3,2023-06-01
56,183,3,2023-06-01
56,197,1,2023-06-01
56,132,5,2023-06-01
57,143,2,2023-06-01
57,136,2,2023-06-01
57,170,4,2023-06-01
57,42,4,2023-06-01
57,131,3,2023-06-01
57,75,3,2023-06-01
57,197,5,2023-06-01
57,45,1,2023-06-01
57,129,4,2023-06-01
57,178,4,2023-06-01
57,73,3,2023-06-01
57,184,1,2023-06-01
57,116,3,2023-06-01
57,200,2,2023-06-01
57,120,1,2023-06-01
57,6,5,2023-06-01
57,80,3,2023-06-01
58,26,1,2023-06-01
58,163,2,2023-06-01
58,101,1,2023-06-01
58,134,3,2023-06-01
58,170,1,2023-06-01
58,30,5,2023-06-01
58,144,2,2023-06-01
58,42,4,2023-06-01
58,157,2,2023-06-01
58,97,2,2023-06-01
58,66,5,2023-06-01
58,21,2,2023-06-01
58,92,4,2023-06-01
58,81,4,2023-06-01
58,62,3,2023-06-01
58,189,5,2023-06-01
58,83,3,2023-06-01
58,191,2,2023-06-01
58,142,2,2023-06-01
58,194,4,2023-06-01
58,20,2,2023-06-01
58,77,1,2023-06-01
58,143,1,2023-06-01
58,150,4,2023-06-01
58,91,1,2023-06-01
58,107,4,2023-06-01
58,141,1,2023-06-01
58,95,2,2023-06-01
59,88,3,2023-06-01
59,124,5,2023-06-01
59,59,3,2023-06-01
59,122,1,2023-06-01
59,118,5,2023-06-01
59,26,3,2023-06-01
