behavior_id,user_id,product_id,behavior_type,timestamp
75,94,128,purchase,2023-06-01
76,78,10,cart,2023-06-01
77,22,131,purchase,2023-06-01
78,42,133,purchase,2023-06-01
79,12,182,cart,2023-06-01
80,87,7,purchase,2023-06-01
81,52,55,cart,2023-06-01
82,31,119,purchase,2023-06-01
83,57,137,view,2023-06-01
84,12,113,cart,2023-06-01
85,77,154,view,2023-06-01
86,26,178,cart,2023-06-01
87,99,195,purchase,2023-06-01
88,10,48,view,2023-06-01
89,86,41,purchase,2023-06-01
90,85,35,view,2023-06-01
91,4,77,view,2023-06-01
92,33,93,purchase,2023-06-01
93,84,155,cart,2023-06-01
94,96,171,view,2023-06-01
95,30,99,view,2023-06-01
96,89,128,cart,2023-06-01
97,11,129,purchase,2023-06-01
98,42,57,purchase,2023-06-01
99,68,194,cart,2023-06-01
100,58,95,purchase,2023-06-01
101,66,42,purchase,2023-06-01
102,80,7,view,2023-06-01
103,87,145,cart,2023-06-01
104,76,45,cart,2023-06-01
105,77,44,purchase,2023-06-01
106,43,116,view,2023-06-01
107,86,152,view,2023-06-01
108,45,90,view,2023-06-01
109,1,130,view,2023-06-01
110,8,60,cart,2023-06-01
111,9,195,view,2023-06-01
112,8,182,view,2023-06-01
113,77,41,view,2023-06-01
114,56,142,view,2023-06-01
115,53,79,view,2023-06-01
116,95,79,cart,2023-06-01
117,29,168,purchase,2023-06-01
118,75,113,view,2023-06-01
119,29,117,view,2023-06-01
120,36,96,purchase,2023-06-01
121,86,195,cart,2023-06-01
122,15,69,view,2023-06-01
123,36,52,purchase,2023-06-01
124,80,16,purchase,2023-06-01
125,79,128,view,2023-06-01
126,30,68,cart,2023-06-01
127,30,160,purchase,2023-06-01
128,36,6,cart,2023-06-01
129,8,195,view,2023-06-01
130,78,102,purchase,2023-06-01
131,26,80,view,2023-06-01
132,20,44,purchase,2023-06-01
133,98,171,cart,2023-06-01
134,20,39,purchase,2023-06-01
135,2,45,cart,2023-06-01
136,39,69,purchase,2023-06-01
137,31,8,purchase,2023-06-01
138,67,163,purchase,2023-06-01
139,31,132,purchase,2023-06-01
140,15,21,cart,2023-06-01
141,11,100,cart,2023-06-01
142,1,89,cart,2023-06-01
143,19,148,cart,2023-06-01
144,57,73,cart,2023-06-01
145,56,5,cart,2023-06-01
146,96,9,purchase,2023-06-01
147,75,89,view,2023-06-01
148,18,149,purchase,2023-06-01
149,82,97,purchase,2023-06-01
150,33,193,purchase,2023-06-01
151,72,138,view,2023-06-01
152,56,107,purchase,2023-06-01
153,19,165,purchase,2023-06-01
154,82,85,purchase,2023-06-01
155,6,108,purchase,2023-06-01
156,94,144,view,2023-06-01
157,100,150,cart,2023-06-01
158,55,161,view,2023-06-01
159,87,76,view,2023-06-01
160,99,197,purchase,2023-06-01
161,92,178,cart,2023-06-01
162,6,144,cart,2023-06-01
163,58,23,purchase,2023-06-01
164,1,168,purchase,2023-06-01
165,74,160,cart,2023-06-01
166,67,167,purchase,2023-06-01
167,41,24,cart,2023-06-01
168,45,190,purchase,2023-06-01
169,67,170,cart,2023-06-01
170,24,164,view,2023-06-01
171,88,11,purchase,2023-06-01
172,91,3,purchase,2023-06-01
173,30,84,purchase,2023-06-01
174,52,32,cart,2023-06-01
175,67,164,purchase,2023-06-01
176,99,89,cart,2023-06-01
177,22,3,cart,2023-06-01
178,23,125,cart,2023-06-01
179,3,1,purchase,2023-06-01
180,12,52,view,2023-06-01
181,44,74,cart,2023-06-01
182,7,90,purchase,2023-06-01
183,95,131,purchase,2023-06-01
184,3,98,view,2023-06-01
185,3,14,cart,2023-06-01
186,71,144,cart,2023-06-01
187,26,36,view,2023-06-01
188,46,82,purchase,2023-06-01
189,59,154,purchase,2023-06-01
190,88,166,view,2023-06-01
191,47,143,view,2023-06-01
192,78,63,view,2023-06-01
193,97,139,cart,2023-06-01
194,92,51,view,2023-06-01
195,57,197,cart,2023-06-01
196,48,170,purchase,2023-06-01
197,7,182,cart,2023-06-01
198,28,132,purchase,2023-06-01
199,86,136,view,2023-06-01
200,89,80,purchase,2023-06-01
201,88,65,view,2023-06-01
202,83,159,cart,2023-06-01
203,95,87,view,2023-06-01
204,52,125,cart,2023-06-01
205,95,76,view,2023-06-01
206,66,121,view,2023-06-01
207,78,164,cart,2023-06-01
208,64,92,cart,2023-06-01
209,68,195,cart,2023-06-01
210,83,26,view,2023-06-01
211,6,101,cart,2023-06-01
212,83,74,purchase,2023-06-01
213,51,140,view,2023-06-01
214,12,149,purchase,2023-06-01
215,35,70,view,2023-06-01
216,85,44,cart,2023-06-01
217,95,117,purchase,2023-06-01
218,88,186,cart,2023-06-01
219,14,30,purchase,2023-06-01
220,60,175,cart,2023-06-01
221,23,148,cart,2023-06-01
222,6,112,purchase,2023-06-01
223,6,129,purchase,2023-06-01
224,65,63,purchase,2023-06-01
225,20,144,cart,2023-06-01
226,44,90,purchase,2023-06-01
227,72,4,purchase,2023-06-01
228,6,102,cart,2023-06-01
229,44,145,cart,2023-06-01
230,73,180,purchase,2023-06-01
231,23,19,purchase,2023-06-01
232,58,151,cart,2023-06-01
233,27,73,purchase,2023-06-01
234,46,66,cart,2023-06-01
235,49,32,cart,2023-06-01
236,88,66,view,2023-06-01
237,18,123,view,2023-06-01
238,11,179,cart,2023-06-01
239,83,60,purchase,2023-06-01
240,14,140,purchase,2023-06-01
241,32,52,cart,2023-06-01
242,12,67,purchase,2023-06-01
243,47,140,purchase,2023-06-01
244,10,100,purchase,2023-06-01
245,6,177,purchase,2023-06-01
246,34,87,purchase,2023-06-01
247,25,58,cart,2023-06-01
248,56,127,cart,2023-06-01
249,96,45,purchase,2023-06-01
250,100,189,view,2023-06-01
251,23,187,purchase,2023-06-01
252,75,96,view,2023-06-01
253,17,54,purchase,2023-06-01
254,95,113,view,2023-06-01
255,55,187,view,2023-06-01
256,25,156,cart,2023-06-01
257,34,24,purchase,2023-06-01
258,81,12,cart,2023-06-01
259,57,179,view,2023-06-01
260,30,27,view,2023-06-01
261,44,146,cart,2023-06-01
262,34,84,view,2023-06-01
263,57,74,view,2023-06-01
264,17,134,cart,2023-06-01
265,33,56,cart,2023-06-01
266,35,52,view,2023-06-01
267,77,12,cart,2023-06-01
268,37,32,purchase,2023-06-01
269,2,175,purchase,2023-06-01
270,46,133,cart,2023-06-01
271,50,28,cart,2023-06-01
272,14,145,purchase,2023-06-01
273,5,84,view,2023-06-01
274,45,20,purchase,2023-06-01
275,67,61,view,2023-06-01
276,40,187,cart,2023-06-01
277,35,74,cart,2023-06-01
278,26,47,cart,2023-06-01
279,61,2,view,2023-06-01
280,76,175,cart,2023-06-01
281,88,103,cart,2023-06-01
282,67,3,purchase,2023-06-01
283,35,95,view,2023-06-01
284,59,41,purchase,2023-06-01
285,44,15,cart,2023-06-01
286,62,71,view,2023-06-01
287,12,171,purchase,2023-06-01
288,44,99,view,2023-06-01
289,6,162,purchase,2023-06-01
290,68,129,cart,2023-06-01
291,28,29,purchase,2023-06-01
292,83,167,view,2023-06-01
293,92,181,cart,2023-06-01
294,8,106,view,2023-06-01
295,91,11,view,2023-06-01
296,96,183,purchase,2023-06-01
297,47,102,view,2023-06-01
298,32,121,purchase,2023-06-01
299,63,48,view,2023-06-01
300,92,82,view,2023-06-01
301,76,180,cart,2023-06-01
302,46,167,purchase,2023-06-01
303,62,38,cart,2023-06-01
304,56,154,cart,2023-06-01
305,56,88,purchase,2023-06-01
306,4,73,cart,2023-06-01
307,52,104,cart,2023-06-01
308,44,24,view,2023-06-01
309,36,104,purchase,2023-06-01
310,11,50,view,2023-06-01
311,70,23,cart,2023-06-01
312,75,120,cart,2023-06-01
313,45,138,view,2023-06-01
314,47,194,view,2023-06-01
315,38,184,purchase,2023-06-01
316,73,176,view,2023-06-01
317,55,84,cart,2023-06-01
318,18,4,view,2023-06-01
319,92,128,cart,2023-06-01
320,72,88,cart,2023-06-01
321,27,80,view,2023-06-01
322,64,14,cart,2023-06-01
323,1,151,purchase,2023-06-01
324,30,121,cart,2023-06-01
325,35,52,purchase,2023-06-01
326,67,61,view,2023-06-01
327,45,18,purchase,2023-06-01
328,96,123,view,2023-06-01
329,9,133,purchase,2023-06-01
330,95,177,purchase,2023-06-01
331,16,107,cart,2023-06-01
332,39,164,cart,2023-06-01
333,2,45,purchase,2023-06-01
334,19,108,view,2023-06-01
335,76,16,purchase,2023-06-01
336,83,63,view,2023-06-01
337,52,72,view,2023-06-01
338,47,50,view,2023-06-01
339,70,29,purchase,2023-06-01
340,16,152,purchase,2023-06-01
341,93,145,cart,2023-06-01
342,29,147,purchase,2023-06-01
343,9,125,cart,2023-06-01
344,64,145,cart,2023-06-01
345,82,89,view,2023-06-01
346,66,99,purchase,2023-06-01
347,6,126,view,2023-06-01
348,55,23,purchase,2023-06-01
349,3,199,purchase,2023-06-01
350,82,179,view,2023-06-01
351,62,101,view,2023-06-01
352,19,118,cart,2023-06-01
353,35,88,cart,2023-06-01
354,95,142,cart,2023-06-01
355,17,98,view,2023-06-01
356,39,61,purchase,2023-06-01
357,71,54,view,2023-06-01
358,13,154,cart,2023-06-01
359,42,15,view,2023-06-01
360,42,122,view,2023-06-01
361,74,22,cart,2023-06-01
362,11,132,cart,2023-06-01
363,96,168,purchase,2023-06-01
364,34,140,cart,2023-06-01
365,18,133,purchase,2023-06-01
366,29,55,view,2023-06-01
367,69,135,cart,2023-06-01
368,86,54,cart,2023-06-01
369,97,15,view,2023-06-01
370,5,104,view,2023-06-01
371,64,48,cart,2023-06-01
372,81,186,purchase,2023-06-01
373,59,153,cart,2023-06-01
374,31,83,cart,2023-06-01
375,35,146,cart,2023-06-01
376,59,150,view,2023-06-01
377,67,188,view,2023-06-01
378,54,162,cart,2023-06-01
379,35,155,purchase,2023-06-01
380,24,38,purchase,2023-06-01
381,97,184,purchase,2023-06-01
382,44,2,view,2023-06-01
383,24,178,purchase,2023-06-01
384,14,102,cart,2023-06-01
385,60,70,cart,2023-06-01
386,41,143,cart,2023-06-01
387,45,115,cart,2023-06-01
388,18,138,view,2023-06-01
389,74,37,purchase,2023-06-01
390,77,24,view,2023-06-01
391,57,196,cart,2023-06-01
392,50,168,cart,2023-06-01
393,37,171,view,2023-06-01
394,60,104,cart,2023-06-01
395,38,39,cart,2023-06-01
396,18,60,cart,2023-06-01
397,46,99,purchase,2023-06-01
398,94,182,cart,2023-06-01
399,92,17,purchase,2023-06-01
400,98,159,view,2023-06-01
401,79,144,cart,2023-06-01
402,62,129,cart,2023-06-01
403,59,33,cart,2023-06-01
404,11,124,purchase,2023-06-01
405,23,149,cart,2023-06-01
406,52,54,view,2023-06-01
407,22,119,view,2023-06-01
408,74,139,purchase,2023-06-01
409,22,54,purchase,2023-06-01
410,98,75,cart,2023-06-01
411,96,101,view,2023-06-01
412,8,76,cart,2023-06-01
413,61,167,purchase,2023-06-01
414,8,193,cart,2023-06-01
415,52,78,cart,2023-06-01
416,86,48,purchase,2023-06-01
417,19,187,view,2023-06-01
418,29,5,purchase,2023-06-01
419,80,26,view,2023-06-01
420,9,126,purchase,2023-06-01
421,58,193,view,2023-06-01
422,90,157,purchase,2023-06-01
423,3,165,view,2023-06-01
424,56,26,cart,2023-06-01
425,77,58,view,2023-06-01
426,100,92,view,2023-06-01
427,42,150,view,2023-06-01
428,66,159,purchase,2023-06-01
429,25,188,purchase,2023-06-01
430,31,186,cart,2023-06-01
431,39,48,cart,2023-06-01
432,11,81,view,2023-06-01
433,19,34,view,2023-06-01
434,34,169,purchase,2023-06-01
435,46,130,view,2023-06-01
436,69,41,cart,2023-06-01
437,22,161,purchase,2023-06-01
438,94,17,cart,2023-06-01
439,9,57,cart,2023-06-01
440,23,134,cart,2023-06-01
441,35,190,cart,2023-06-01
442,54,63,cart,2023-06-01
443,22,52,purchase,2023-06-01
444,47,144,view,2023-06-01
445,77,198,purchase,2023-06-01
446,32,181,cart,2023-06-01
447,93,180,cart,2023-06-01
448,9,187,purchase,2023-06-01
449,1,48,purchase,2023-06-01
450,29,88,cart,2023-06-01
451,15,120,purchase,2023-06-01
452,24,174,view,2023-06-01
453,75,73,cart,2023-06-01
454,51,189,cart,2023-06-01
455,78,186,cart,2023-06-01
456,30,178,cart,2023-06-01
457,12,74,cart,2023-06-01
458,54,110,cart,2023-06-01
459,52,177,cart,2023-06-01
460,19,69,cart,2023-06-01
461,85,57,cart,2023-06-01
462,69,106,purchase,2023-06-01
463,46,86,purchase,2023-06-01
464,48,91,purchase,2023-06-01
465,100,159,view,2023-06-01
466,65,29,purchase,2023-06-01
467,81,172,view,2023-06-01
468,31,128,purchase,2023-06-01
469,71,28,cart,2023-06-01
470,77,159,cart,2023-06-01
471,88,76,view,2023-06-01
472,86,105,purchase,2023-06-01
473,91,23,cart,2023-06-01
474,71,18,view,2023-06-01
475,22,88,cart,2023-06-01
476,91,106,cart,2023-06-01
477,39,55,cart,2023-06-01
478,15,149,cart,2023-06-01
479,89,164,cart,2023-06-01
480,85,180,purchase,2023-06-01
481,63,115,cart,2023-06-01
482,25,114,purchase,2023-06-01
483,64,110,view,2023-06-01
484,20,96,view,2023-06-01
485,64,106,cart,2023-06-01
486,17,60,view,2023-06-01
487,40,167,cart,2023-06-01
488,19,63,view,2023-06-01
489,4,31,cart,2023-06-01
490,47,20,cart,2023-06-01
491,90,28,view,2023-06-01
492,18,15,view,2023-06-01
493,10,171,cart,2023-06-01
494,11,155,view,2023-06-01
495,69,180,view,2023-06-01
496,89,112,view,2023-06-01
497,32,170,purchase,2023-06-01
498,45,178,cart,2023-06-01
499,71,142,view,2023-06-01
500,9,126,view,2023-06-01
501,6,127,view,2023-06-01
502,96,55,cart,2023-06-01
503,72,46,purchase,2023-06-01
504,41,188,view,2023-06-01
505,47,183,cart,2023-06-01
506,75,67,cart,2023-06-01
507,2,148,cart,2023-06-01
508,23,61,view,2023-06-01
509,86,176,purchase,2023-06-01
510,54,53,view,2023-06-01
511,43,56,cart,2023-06-01
512,46,146,cart,2023-06-01
513,38,116,cart,2023-06-01
514,48,29,cart,2023-06-01
515,75,21,cart,2023-06-01
516,87,129,purchase,2023-06-01
517,83,159,purchase,2023-06-01
518,93,66,view,2023-06-01
519,39,39,view,2023-06-01
520,22,10,cart,2023-06-01
521,50,67,view,2023-06-01
522,90,81,purchase,2023-06-01
523,35,134,view,2023-06-01
524,90,170,purchase,2023-06-01
525,14,147,purchase,2023-06-01
526,13,35,purchase,2023-06-01
527,83,200,purchase,2023-06-01
528,28,186,cart,2023-06-01
529,4,84,cart,2023-06-01
530,64,125,view,2023-06-01
531,69,129,purchase,2023-06-01
532,41,10,purchase,2023-06-01
533,71,24,cart,2023-06-01
534,52,199,purchase,2023-06-01
535,63,19,view,2023-06-01
536,28,62,cart,2023-06-01
537,84,93,cart,2023-06-01
538,27,142,cart,2023-06-01
539,33,145,purchase,2023-06-01
540,49,75,purchase,2023-06-01
541,65,36,view,2023-06-01
542,7,130,purchase,2023-06-01
543,11,33,view,2023-06-01
544,86,80,purchase,2023-06-01
545,44,180,cart,2023-06-01
546,16,186,view,2023-06-01
547,29,108,purchase,2023-06-01
548,1,93,view,2023-06-01
549,65,5,view,2023-06-01
550,15,198,purchase,2023-06-01
551,26,70,view,2023-06-01
552,34,116,purchase,2023-06-01
553,27,36,cart,2023-06-01
554,53,174,view,2023-06-01
555,73,156,view,2023-06-01
556,39,64,cart,2023-06-01
557,65,180,cart,2023-06-01
558,86,180,purchase,2023-06-01
559,10,74,cart,2023-06-01
560,91,151,purchase,2023-06-01
561,52,65,cart,2023-06-01
562,8,16,purchase,2023-06-01
563,21,148,view,2023-06-01
564,93,3,view,2023-06-01
565,73,77,view,2023-06-01
566,15,155,purchase,2023-06-01
567,69,52,view,2023-06-01
568,21,112,cart,2023-06-01
569,35,29,view,2023-06-01
570,95,157,cart,2023-06-01
571,36,29,view,2023-06-01
572,80,146,cart,2023-06-01
573,16,186,cart,2023-06-01
574,99,175,purchase,2023-06-01
575,27,135,view,2023-06-01
576,97,149,cart,2023-06-01
577,36,59,cart,2023-06-01
578,32,112,view,2023-06-01
579,29,78,view,2023-06-01
580,94,14,view,2023-06-01
581,32,58,view,2023-06-01
582,36,159,view,2023-06-01
583,98,13,cart,2023-06-01
584,71,153,purchase,2023-06-01
585,83,185,view,2023-06-01
586,1,119,cart,2023-06-01
587,37,67,purchase,2023-06-01
588,45,99,view,2023-06-01
589,58,49,cart,2023-06-01
590,16,6,view,2023-06-01
591,96,62,view,2023-06-01
592,89,141,view,2023-06-01
593,12,77,cart,2023-06-01
594,42,114,view,2023-06-01
595,40,191,cart,2023-06-01
596,17,3,view,2023-06-01
597,32,170,cart,2023-06-01
598,96,75,view,2023-06-01
599,26,160,cart,2023-06-01
600,73,74,view,2023-06-01
601,9,76,cart,2023-06-01
602,1,134,purchase,2023-06-01
603,33,42,view,2023-06-01
604,5,76,cart,2023-06-01
605,51,81,purchase,2023-06-01
606,53,18,purchase,2023-06-01
607,87,29,cart,2023-06-01
608,28,79,cart,2023-06-01
609,83,170,cart,2023-06-01
610,9,193,purchase,2023-06-01
611,28,60,cart,2023-06-01
612,81,34,view,2023-06-01
613,38,80,purchase,2023-06-01
614,75,22,view,2023-06-01
615,71,94,view,2023-06-01
616,39,126,view,2023-06-01
617,16,52,view,2023-06-01
618,41,142,view,2023-06-01
619,39,19,cart,2023-06-01
620,75,44,purchase,2023-06-01
621,56,73,view,2023-06-01
622,65,58,cart,2023-06-01
623,94,103,purchase,2023-06-01
624,95,146,cart,2023-06-01
625,34,73,cart,2023-06-01
626,69,122,cart,2023-06-01
627,40,113,cart,2023-06-01
628,20,110,cart,2023-06-01
629,82,100,cart,2023-06-01
630,51,19,view,2023-06-01
631,79,21,view,2023-06-01
632,10,152,purchase,2023-06-01
633,96,73,view,2023-06-01
634,48,50,view,2023-06-01
635,9,164,purchase,2023-06-01
636,56,165,purchase,2023-06-01
637,54,124,purchase,2023-06-01
638,67,155,view,2023-06-01
639,76,163,view,2023-06-01
640,90,100,view,2023-06-01
641,11,85,purchase,2023-06-01
642,22,181,view,2023-06-01
643,60,168,purchase,2023-06-01
644,34,37,view,2023-06-01
645,6,17,purchase,2023-06-01
646,34,152,view,2023-06-01
647,63,171,cart,2023-06-01
648,1,146,cart,2023-06-01
649,44,181,cart,2023-06-01
650,61,160,cart,2023-06-01
651,81,35,purchase,2023-06-01
652,97,12,purchase,2023-06-01
653,86,176,cart,2023-06-01
654,60,127,cart,2023-06-01
655,37,74,view,2023-06-01
656,74,85,cart,2023-06-01
657,64,60,cart,2023-06-01
658,99,109,purchase,2023-06-01
659,15,110,cart,2023-06-01
660,58,25,view,2023-06-01
661,61,83,purchase,2023-06-01
662,81,96,cart,2023-06-01
663,89,57,cart,2023-06-01
664,39,173,cart,2023-06-01
665,30,46,cart,2023-06-01
666,67,154,purchase,2023-06-01
667,15,52,cart,2023-06-01
668,14,95,view,2023-06-01
669,38,179,purchase,2023-06-01
670,52,83,cart,2023-06-01
671,17,112,cart,2023-06-01
672,26,180,cart,2023-06-01
673,81,11,cart,2023-06-01
674,5,20,purchase,2023-06-01
675,44,90,purchase,2023-06-01
676,96,178,view,2023-06-01
677,26,56,view,2023-06-01
678,73,82,purchase,2023-06-01
679,46,34,purchase,2023-06-01
680,33,18,cart,2023-06-01
681,18,30,cart,2023-06-01
682,58,147,cart,2023-06-01
683,60,58,view,2023-06-01
684,76,158,purchase,2023-06-01
685,47,141,cart,2023-06-01
686,78,92,view,2023-06-01
687,47,122,view,2023-06-01
688,83,119,view,2023-06-01
689,40,49,cart,2023-06-01
690,95,9,purchase,2023-06-01
691,44,176,cart,2023-06-01
692,93,20,purchase,2023-06-01
693,60,179,purchase,2023-06-01
694,85,191,purchase,2023-06-01
695,50,159,cart,2023-06-01
696,96,199,cart,2023-06-01
697,29,96,purchase,2023-06-01
698,53,60,view,2023-06-01
699,85,105,view,2023-06-01
700,17,189,purchase,2023-06-01
701,54,8,purchase,2023-06-01
702,17,106,purchase,2023-06-01
703,78,77,view,2023-06-01
704,16,130,purchase,2023-06-01
705,32,114,view,2023-06-01
706,92,173,purchase,2023-06-01
707,44,9,view,2023-06-01
708,50,25,view,2023-06-01
709,42,93,cart,2023-06-01
710,69,110,view,2023-06-01
711,46,108,cart,2023-06-01
712,60,148,purchase,2023-06-01
713,57,85,cart,2023-06-01
714,51,182,cart,2023-06-01
715,45,189,view,2023-06-01
716,33,162,view,2023-06-01
717,75,73,view,2023-06-01
718,70,176,view,2023-06-01
719,76,196,view,2023-06-01
720,39,85,purchase,2023-06-01
721,74,115,cart,2023-06-01
722,51,10,purchase,2023-06-01
723,95,28,purchase,2023-06-01
724,41,30,purchase,2023-06-01
725,3,30,cart,2023-06-01
726,9,200,purchase,2023-06-01
727,50,30,cart,2023-06-01
728,63,62,view,2023-06-01
729,87,47,view,2023-06-01
730,52,127,view,2023-06-01
731,17,43,view,2023-06-01
732,98,1,cart,2023-06-01
733,89,195,cart,2023-06-01
734,28,99,view,2023-06-01
735,58,122,purchase,2023-06-01
736,16,166,cart,2023-06-01
737,100,60,purchase,2023-06-01
738,92,164,cart,2023-06-01
739,84,11,view,2023-06-01
740,27,170,purchase,2023-06-01
741,22,26,cart,2023-06-01
742,37,101,view,2023-06-01
743,90,69,purchase,2023-06-01
744,12,189,cart,2023-06-01
745,11,78,view,2023-06-01
746,76,128,view,2023-06-01
747,75,140,purchase,2023-06-01
748,65,119,purchase,2023-06-01
749,58,154,view,2023-06-01
750,15,99,cart,2023-06-01
751,2,50,purchase,2023-06-01
752,18,64,view,2023-06-01
753,60,198,purchase,2023-06-01
754,93,154,purchase,2023-06-01
755,41,112,cart,2023-06-01
756,9,169,purchase,2023-06-01
757,28,139,view,2023-06-01
758,7,186,view,2023-06-01
759,42,153,cart,2023-06-01
760,99,86,cart,2023-06-01
761,92,122,purchase,2023-06-01
762,1,75,purchase,2023-06-01
763,41,44,view,2023-06-01
764,51,87,cart,2023-06-01
765,18,114,purchase,2023-06-01
766,85,42,view,2023-06-01
767,8,115,view,2023-06-01
768,33,170,purchase,2023-06-01
769,98,151,cart,2023-06-01
770,34,11,view,2023-06-01
771,56,22,purchase,2023-06-01
772,13,60,purchase,2023-06-01
773,13,33,view,2023-06-01
774,84,105,cart,2023-06-01
775,62,185,cart,2023-06-01
776,82,166,cart,2023-06-01
777,21,145,cart,2023-06-01
778,2,53,view,2023-06-01
779,23,9,cart,2023-06-01
780,17,63,purchase,2023-06-01
781,76,161,purchase,2023-06-01
782,11,123,purchase,2023-06-01
783,19,179,purchase,2023-06-01
784,54,162,cart,2023-06-01
785,57,184,view,2023-06-01
786,87,29,purchase,2023-06-01
787,6,145,cart,2023-06-01
788,65,9,cart,2023-06-01
789,94,12,cart,2023-06-01
790,18,136,purchase,2023-06-01
791,29,95,view,2023-06-01
792,7,120,cart,2023-06-01
793,73,44,cart,2023-06-01
794,8,131,purchase,2023-06-01
795,77,22,purchase,2023-06-01
796,35,117,purchase,2023-06-01
797,50,141,purchase,2023-06-01
798,1,156,purchase,2023-06-01
799,39,189,cart,2023-06-01
800,52,37,cart,2023-06-01
801,44,37,purchase,2023-06-01
802,41,88,purchase,2023-06-01
803,83,123,cart,2023-06-01
804,47,164,view,2023-06-01
805,32,48,purchase,2023-06-01
806,20,83,cart,2023-06-01
807,78,115,view,2023-06-01
808,83,156,view,2023-06-01
809,66,162,cart,2023-06-01
810,27,133,view,2023-06-01
811,44,50,view,2023-06-01
812,66,33,view,2023-06-01
813,66,49,view,2023-06-01
814,100,22,view,2023-06-01
815,72,169,view,2023-06-01
816,35,14,view,2023-06-01
817,25,68,cart,2023-06-01
818,76,109,view,2023-06-01
819,60,64,view,2023-06-01
820,14,192,cart,2023-06-01
821,30,65,cart,2023-06-01
822,70,123,cart,2023-06-01
823,10,185,purchase,2023-06-01
824,86,58,cart,2023-06-01
825,92,162,purchase,2023-06-01
826,42,194,view,2023-06-01
827,25,170,purchase,2023-06-01
828,46,198,view,2023-06-01
829,49,181,cart,2023-06-01
830,21,148,view,2023-06-01
831,39,54,purchase,2023-06-01
832,25,161,purchase,2023-06-01
833,48,86,view,2023-06-01
834,29,54,cart,2023-06-01
835,56,183,view,2023-06-01
836,76,132,view,2023-06-01
837,11,87,cart,2023-06-01
838,33,82,view,2023-06-01
839,83,172,purchase,2023-06-01
840,86,151,view,2023-06-01
841,17,43,view,2023-06-01
842,36,88,cart,2023-06-01
843,10,64,purchase,2023-06-01
844,65,45,cart,2023-06-01
845,37,80,purchase,2023-06-01
846,52,42,cart,2023-06-01
847,64,195,cart,2023-06-01
848,33,33,cart,2023-06-01
849,44,91,view,2023-06-01
850,30,10,purchase,2023-06-01
851,38,129,cart,2023-06-01
852,93,191,purchase,2023-06-01
853,8,172,cart,2023-06-01
854,78,70,purchase,2023-06-01
855,43,182,view,2023-06-01
856,100,116,purchase,2023-06-01
857,17,186,cart,2023-06-01
858,18,90,view,2023-06-01
859,31,115,purchase,2023-06-01
860,20,55,purchase,2023-06-01
861,14,27,view,2023-06-01
862,21,4,view,2023-06-01
863,64,191,purchase,2023-06-01
864,20,97,purchase,2023-06-01
865,45,172,cart,2023-06-01
866,12,162,view,2023-06-01
867,60,178,purchase,2023-06-01
868,1,194,purchase,2023-06-01
869,72,107,view,2023-06-01
870,18,130,view,2023-06-01
871,83,165,purchase,2023-06-01
