product_id,name,category,brand,price,price_range,avg_rating
79,ProductBrand79,Electronics,BrandBrandE,644.11,HighPrice,4.41
80,ProductBrand80,Electronics,BrandBrandB,393.34,MidPrice,4.11
81,ProductBrand81,Home,BrandBrandC,641.65,HighPrice,4.64
82,ProductBrand82,Home,BrandBrandA,555.07,MidPrice,4.01
83,ProductBrand83,Clothing,BrandBrandA,132.21,LowPrice,3.73
84,ProductBrand84,Book,BrandBrandC,498.15,MidPrice,4.04
85,ProductBrand85,Clothing,BrandBrandA,131.8,LowPrice,3.21
86,ProductBrand86,Clothing,BrandBrandB,743.43,HighPrice,3.88
87,ProductBrand87,Clothing,BrandBrandB,89.55,LowPrice,4.91
88,ProductBrand88,Book,BrandBrandB,670.59,HighPrice,3.75
89,ProductBrand89,Sports,BrandBrandE,145.06,LowPrice,3.87
90,ProductBrand90,Electronics,BrandBrandC,99.08,LowPrice,3.67
91,ProductBrand91,Sports,BrandBrandA,331.3,MidPrice,3.62
92,ProductBrand92,Clothing,BrandBrandE,15.36,LowPrice,3.15
93,ProductBrand93,Book,BrandBrandE,157.77,LowPrice,3.43
94,ProductBrand94,Electronics,BrandBrandC,375.81,MidPrice,3.76
95,ProductBrand95,Electronics,BrandBrandC,213.98,MidPrice,3.65
96,ProductBrand96,Electronics,BrandBrandA,694.8,HighPrice,4.49
97,ProductBrand97,Electronics,BrandBrandB,237.43,MidPrice,4.72
98,ProductBrand98,Home,BrandBrandC,187.41,LowPrice,3.54
99,ProductBrand99,Home,BrandBrandA,491.42,MidPrice,3.29
100,ProductBrand100,Sports,BrandBrandC,998.59,HighPrice,3.19
101,ProductBrand101,Home,BrandBrandA,869.29,HighPrice,3.0
102,ProductBrand102,Home,BrandBrandD,397.31,MidPrice,3.98
103,ProductBrand103,Book,BrandBrandA,812.19,HighPrice,4.33
104,ProductBrand104,Home,BrandBrandD,474.44,MidPrice,4.06
105,ProductBrand105,Electronics,BrandBrandA,824.57,HighPrice,4.68
106,ProductBrand106,Book,BrandBrandE,339.41,MidPrice,3.65
107,ProductBrand107,Book,BrandBrandB,783.4,HighPrice,4.31
108,ProductBrand108,Electronics,BrandBrandA,263.04,MidPrice,4.01
109,ProductBrand109,Sports,BrandBrandD,331.38,MidPrice,3.16
110,ProductBrand110,Sports,BrandBrandB,282.9,MidPrice,4.04
111,ProductBrand111,Electronics,BrandBrandD,252.26,MidPrice,3.67
112,ProductBrand112,Electronics,BrandBrandC,596.11,MidPrice,3.26
113,ProductBrand113,Sports,BrandBrandA,242.13,MidPrice,3.25
114,ProductBrand114,Electronics,BrandBrandA,956.81,HighPrice,4.23
115,ProductBrand115,Clothing,BrandBrandD,233.01,MidPrice,3.08
116,ProductBrand116,Clothing,BrandBrandA,414.54,MidPrice,4.6
117,ProductBrand117,Book,BrandBrandE,669.45,HighPrice,4.63
118,ProductBrand118,Clothing,BrandBrandC,893.29,HighPrice,3.57
119,ProductBrand119,Book,BrandBrandE,914.01,HighPrice,3.98
120,ProductBrand120,Home,BrandBrandB,706.44,HighPrice,4.74
121,ProductBrand121,Book,BrandBrandD,683.54,HighPrice,3.12
122,ProductBrand122,Clothing,BrandBrandA,682.95,HighPrice,3.31
123,ProductBrand123,Home,BrandBrandE,961.02,HighPrice,4.33
124,ProductBrand124,Clothing,BrandBrandA,769.72,HighPrice,4.58
125,ProductBrand125,Home,BrandBrandC,264.26,MidPrice,3.74
126,ProductBrand126,Electronics,BrandBrandC,597.78,MidPrice,4.2
127,ProductBrand127,Home,BrandBrandA,725.38,HighPrice,4.49
128,ProductBrand128,Home,BrandBrandE,748.73,HighPrice,3.93
129,ProductBrand129,Clothing,BrandBrandD,725.42,HighPrice,3.53
130,ProductBrand130,Sports,BrandBrandD,425.91,MidPrice,4.97
131,ProductBrand131,Book,BrandBrandE,149.61,LowPrice,4.5
132,ProductBrand132,Electronics,BrandBrandB,611.01,HighPrice,4.13
133,ProductBrand133,Clothing,BrandBrandA,508.54,MidPrice,4.5
134,ProductBrand134,Sports,BrandBrandE,245.53,MidPrice,4.89
135,ProductBrand135,Sports,BrandBrandE,972.02,HighPrice,3.01
136,ProductBrand136,Sports,BrandBrandB,293.59,MidPrice,3.4
137,ProductBrand137,Clothing,BrandBrandB,672.34,HighPrice,3.62
138,ProductBrand138,Electronics,BrandBrandA,242.72,MidPrice,4.94
139,ProductBrand139,Electronics,BrandBrandC,700.39,HighPrice,4.41
140,ProductBrand140,Electronics,BrandBrandD,961.28,HighPrice,3.97
141,ProductBrand141,Sports,BrandBrandD,454.67,MidPrice,3.6
142,ProductBrand142,Home,BrandBrandE,813.25,HighPrice,4.21
143,ProductBrand143,Book,BrandBrandE,635.36,HighPrice,4.16
144,ProductBrand144,Electronics,BrandBrandD,870.68,HighPrice,4.74
145,ProductBrand145,Book,BrandBrandA,942.77,HighPrice,4.65
146,ProductBrand146,Book,BrandBrandC,37.09,LowPrice,3.35
147,ProductBrand147,Sports,BrandBrandD,145.89,LowPrice,3.46
148,ProductBrand148,Book,BrandBrandD,666.36,HighPrice,4.77
149,ProductBrand149,Book,BrandBrandB,142.43,LowPrice,3.54
150,ProductBrand150,Home,BrandBrandB,826.95,HighPrice,3.34
151,ProductBrand151,Electronics,BrandBrandA,962.04,HighPrice,3.84
152,ProductBrand152,Clothing,BrandBrandC,951.16,HighPrice,4.43
153,ProductBrand153,Home,BrandBrandA,726.75,HighPrice,4.37
154,ProductBrand154,Electronics,BrandBrandB,695.52,HighPrice,3.21
155,ProductBrand155,Sports,BrandBrandB,777.24,HighPrice,3.0
156,ProductBrand156,Clothing,BrandBrandE,243.41,MidPrice,4.16
157,ProductBrand157,Home,BrandBrandE,13.92,LowPrice,4.79
158,ProductBrand158,Sports,BrandBrandD,235.88,MidPrice,4.75
159,ProductBrand159,Electronics,BrandBrandA,443.12,MidPrice,3.95
160,ProductBrand160,Book,BrandBrandD,928.8,HighPrice,3.9
161,ProductBrand161,Clothing,BrandBrandA,592.67,MidPrice,3.62
162,ProductBrand162,Sports,BrandBrandA,439.9,MidPrice,3.1
163,ProductBrand163,Clothing,BrandBrandB,344.81,MidPrice,3.1
164,ProductBrand164,Clothing,BrandBrandB,539.51,MidPrice,3.66
165,ProductBrand165,Home,BrandBrandE,879.7,HighPrice,3.47
166,ProductBrand166,Home,BrandBrandE,492.6,MidPrice,3.93
167,ProductBrand167,Book,BrandBrandA,334.35,MidPrice,4.12
168,ProductBrand168,Sports,BrandBrandE,944.12,HighPrice,4.53
169,ProductBrand169,Home,BrandBrandE,21.21,LowPrice,4.05
170,ProductBrand170,Sports,BrandBrandB,653.02,HighPrice,4.98
171,ProductBrand171,Sports,BrandBrandE,672.76,HighPrice,4.34
172,ProductBrand172,Sports,BrandBrandC,983.32,HighPrice,4.6
173,ProductBrand173,Clothing,BrandBrandA,278.31,MidPrice,4.26
174,ProductBrand174,Sports,BrandBrandD,337.99,MidPrice,3.36
175,ProductBrand175,Book,BrandBrandB,728.4,HighPrice,4.49
176,ProductBrand176,Book,BrandBrandC,896.47,HighPrice,3.81
177,ProductBrand177,Home,BrandBrandA,847.07,HighPrice,3.63
178,ProductBrand178,Clothing,BrandBrandC,560.14,MidPrice,4.69
179,ProductBrand179,Home,BrandBrandB,568.26,MidPrice,3.08
180,ProductBrand180,Electronics,BrandBrandB,518.54,MidPrice,4.99
181,ProductBrand181,Clothing,BrandBrandE,925.45,HighPrice,4.61
182,ProductBrand182,Book,BrandBrandB,107.3,LowPrice,3.97
183,ProductBrand183,Clothing,BrandBrandE,727.08,HighPrice,4.0
184,ProductBrand184,Clothing,BrandBrandC,54.32,LowPrice,3.96
185,ProductBrand185,Book,BrandBrandB,525.69,MidPrice,3.86
186,ProductBrand186,Home,BrandBrandA,100.62,LowPrice,3.52
187,ProductBrand187,Book,BrandBrandA,119.84,LowPrice,3.59
188,ProductBrand188,Home,BrandBrandB,184.32,LowPrice,4.92
189,ProductBrand189,Sports,BrandBrandD,94.73,LowPrice,4.14
190,ProductBrand190,Clothing,BrandBrandE,417.44,MidPrice,3.99
191,ProductBrand191,Home,BrandBrandC,952.3,HighPrice,4.13
192,ProductBrand192,Clothing,BrandBrandB,869.89,HighPrice,3.2
193,ProductBrand193,Home,BrandBrandE,547.46,MidPrice,4.11
194,ProductBrand194,Clothing,BrandBrandE,839.11,HighPrice,4.92
195,ProductBrand195,Home,BrandBrandD,600.17,HighPrice,3.85
196,ProductBrand196,Book,BrandBrandE,782.11,HighPrice,3.9
197,ProductBrand197,Electronics,BrandBrandE,340.42,MidPrice,4.28
198,ProductBrand198,Home,BrandBrandA,150.92,LowPrice,3.12
199,ProductBrand199,Clothing,BrandBrandA,762.08,HighPrice,4.38
200,ProductBrand200,Home,BrandBrandB,782.43,HighPrice,4.93
